nameWithOwner,folderName,url,createdAt,stargazerCount,releases,LOC,CBO,DIT,LCOM
stanfordnlp/CoreNLP,CoreNLP,https://github.com/stanfordnlp/CoreNLP,2013-06-27 21:13:49,8911,13,,,,
nathanmarz/storm,storm,https://github.com/nathanmarz/storm,2011-09-17 07:55:13,8881,0,,,,
GcsSloop/AndroidNote,AndroidNote,https://github.com/GcsSloop/AndroidNote,2016-01-04 23:51:36,8867,0,,,,
didi/VirtualAPK,VirtualAPK,https://github.com/didi/VirtualAPK,2017-06-29 07:25:05,8825,4,,,,
Justson/AgentWeb,AgentWeb,https://github.com/Justson/AgentWeb,2017-05-12 07:45:56,8819,19,,,,
laobie/StatusBarUtil,StatusBarUtil,https://github.com/laobie/StatusBarUtil,2016-02-15 03:06:06,8803,0,,,,
crossoverJie/cim,cim,https://github.com/crossoverJie/cim,2018-05-20 15:55:56,8786,7,,,,
android/testing-samples,testing-samples,https://github.com/android/testing-samples,2014-10-11 03:51:27,8784,0,,,,
chrisbanes/Android-PullToRefresh,Android-PullToRefresh,https://github.com/chrisbanes/Android-PullToRefresh,2011-11-29 09:59:56,8750,0,,,,
OpenFeign/feign,feign,https://github.com/OpenFeign/feign,2013-06-26 23:28:16,8698,28,,,,
YunaiV/yudao-cloud,yudao-cloud,https://github.com/YunaiV/yudao-cloud,2019-05-02 16:06:49,8690,1,,,,
resilience4j/resilience4j,resilience4j,https://github.com/resilience4j/resilience4j,2015-06-03 09:21:01,8665,32,,,,
cats-oss/android-gpuimage,android-gpuimage,https://github.com/cats-oss/android-gpuimage,2012-10-04 08:11:58,8638,0,,,,
huanghaibin-dev/CalendarView,CalendarView,https://github.com/huanghaibin-dev/CalendarView,2017-03-11 07:16:09,8600,0,,,,
chrisjenx/Calligraphy,Calligraphy,https://github.com/chrisjenx/Calligraphy,2013-12-20 02:35:45,8600,4,,,,
Freelander/Android_Data,Android_Data,https://github.com/Freelander/Android_Data,2015-04-04 01:37:44,8596,0,,,,
Blankj/awesome-java-leetcode,awesome-java-leetcode,https://github.com/Blankj/awesome-java-leetcode,2017-04-17 15:51:41,8517,0,,,,
facebook/buck,buck,https://github.com/facebook/buck,2013-04-17 18:12:18,8512,57,,,,
